Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Duration Days,Policy Duration Category,Active Policy Flag,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Bucket,Married Flag,Senior Citizen Flag,Customer Segment,Agent ID,Renewal Status,Policy Discounts,Risk Score,High_Risk_Flag,Risk Category,High Risk Flag,Renewal Segment
POL75720719,Property,217324,1178.78,2022-06-21,2030-02-14,Quarterly,Terminated,CUST60321460,2795,Long Term,0,Lauren Moreno,Female,33,Veterinary surgeon,Widowed,"Spencemouth, Kansas, 61838",26-35,0,0,Middle Age,AGT74419819,Not Renewed,1,38,0,Medium Risk,0,Churned
POL26162057,Property,498524,1926.13,2024-09-12,2027-09-07,Monthly,Terminated,CUST38042136,1090,Medium Term,0,Chad Rodriguez,Male,72,"Scientist, marine",Married,"Lake Frankberg, North Dakota, 37146",56+,1,1,Senior Adult,AGT89058798,Pending,3,53,0,Medium Risk,0,At Risk
POL75089142,Health,171074,1616.33,2020-08-03,2028-03-04,Quarterly,Lapsed,CUST61439560,2770,Long Term,0,Brian Cochran,Female,41,Medical technical officer,Married,"South Victoriabury, Utah, 08678",36-45,1,0,Middle Age,AGT76426387,Not Renewed,18,69,0,High Risk,0,Churned
POL66183736,Life,60223,675.97,2021-08-13,2025-05-22,Monthly,Lapsed,CUST05450712,1378,Long Term,0,Diane Williams,Male,35,Furniture designer,Married,"North Sandratown, Alabama, 26154",26-35,1,0,Middle Age,AGT37470653,Renewed,31,53,0,Medium Risk,0,Loyal
POL62525398,Property,154435,1893.11,2022-06-10,2026-02-28,Quarterly,Terminated,CUST37913516,1359,Long Term,0,Tara Davis MD,Female,32,Armed forces technical officer,Married,"East Benjaminside, Montana, 64787",26-35,1,0,Middle Age,AGT03923721,Renewed,11,90,1,High Risk,1,Loyal
POL28794187,Auto,357459,1979.12,2021-05-27,2025-09-01,Annually,Active,CUST81990768,1558,Long Term,1,Larry Horn,Female,50,Medical sales representative,Divorced,"Sherrihaven, Mississippi, 03248",46-55,0,0,Middle Age,AGT23026130,Renewed,17,24,0,Low Risk,0,Loyal
POL92222297,Life,335760,716.72,2018-01-05,2025-08-06,Quarterly,Terminated,CUST91620963,2770,Long Term,0,Brandi Duncan,Male,18,Tourism officer,Single,"Hannahburgh, Mississippi, 64736",18-25,0,0,Young Adult,AGT72605043,Pending,24,20,0,Low Risk,0,At Risk
POL01033936,Health,49582,1063.3,2015-05-12,2023-11-28,Monthly,Terminated,CUST24118417,3122,Long Term,0,Philip Figueroa,Male,82,"Clinical scientist, histocompatibility and immunogenetics",Married,"Davidshire, North Dakota, 24402",56+,1,1,Senior Adult,AGT33107700,Renewed,12,27,0,Low Risk,0,Loyal
POL76374292,Life,209384,1635.0,2024-05-02,2029-04-20,Monthly,Active,CUST52047636,1814,Long Term,1,Ryan Osborne,Female,84,Learning disability nurse,Married,"Lake Troyside, Ohio, 92507",56+,1,1,Senior Adult,AGT51939932,Not Renewed,26,96,1,High Risk,1,Churned
POL87664346,Health,457671,858.11,2016-05-28,2023-03-08,Monthly,Active,CUST92413522,2475,Long Term,1,Mary Young,Male,62,"Designer, furniture",Married,"West Matthew, Arkansas, 29170",56+,1,1,Senior Adult,AGT48803449,Pending,3,22,0,Low Risk,0,At Risk
POL62189642,Health,250248,1596.32,2020-10-03,2025-06-01,Monthly,Terminated,CUST01201519,1702,Long Term,0,Crystal Smith,Male,29,Photographer,Widowed,"Port Davidfort, Vermont, 29700",26-35,0,0,Young Adult,AGT87999065,Pending,38,73,1,High Risk,1,At Risk
POL60737583,Life,436656,260.41,2015-04-07,2016-12-13,Quarterly,Active,CUST64207063,616,Medium Term,1,Stephanie Jones,Other,25,"Teacher, special educational needs",Divorced,"West Sherri, Hawaii, 80780",18-25,0,0,Young Adult,AGT31392882,Not Renewed,2,65,0,High Risk,0,Churned
POL95387029,Life,461997,1328.99,2015-09-13,2016-10-06,Annually,Terminated,CUST03009511,389,Medium Term,0,Michele Hickman,Female,21,"Engineer, maintenance (IT)",Widowed,"Paulview, Indiana, 15704",18-25,0,0,Young Adult,AGT48143419,Not Renewed,13,86,1,High Risk,1,Churned
POL32733098,Auto,312144,322.6,2017-07-18,2025-06-25,Monthly,Active,CUST75677412,2899,Long Term,1,Kyle Mayer,Male,79,Museum/gallery conservator,Married,"Brittanyview, South Dakota, 77936",56+,1,1,Senior Adult,AGT71162128,Renewed,9,84,1,High Risk,1,Loyal
POL77019254,Auto,256949,1429.6,2019-02-14,2027-03-01,Annually,Terminated,CUST18606913,2937,Long Term,0,Amanda Cox,Male,47,"Surveyor, insurance",Widowed,"Chanmouth, Louisiana, 89620",46-55,0,0,Middle Age,AGT74659233,Pending,37,98,1,High Risk,1,At Risk
POL02597557,Life,311114,1853.48,2023-07-29,2033-07-19,Monthly,Terminated,CUST56082389,3643,Long Term,0,Brian Rivera,Female,34,Architect,Divorced,"West Jamesfort, Colorado, 18654",26-35,0,0,Middle Age,AGT32833809,Not Renewed,24,96,1,High Risk,1,Churned
POL45321254,Life,334368,870.18,2024-06-01,2031-05-17,Quarterly,Lapsed,CUST34079657,2541,Long Term,0,Brian Ortiz,Male,33,"Social research officer, government",Single,"West Jason, New Jersey, 32585",26-35,0,0,Middle Age,AGT56751869,Not Renewed,24,15,0,Low Risk,0,Churned
POL24753734,Auto,268269,934.18,2024-02-08,2026-11-01,Annually,Terminated,CUST86185759,997,Medium Term,0,Sarah Hanson,Male,22,"Psychologist, forensic",Single,"North Barbaratown, Oregon, 06309",18-25,0,0,Young Adult,AGT60698406,Not Renewed,32,47,0,Medium Risk,0,Churned
POL21924883,Property,470195,1378.18,2023-11-17,2025-01-01,Annually,Active,CUST04029713,411,Medium Term,1,Alexandra Rodriguez,Male,63,Theatre director,Divorced,"Pagehaven, Florida, 61941",56+,0,1,Senior Adult,AGT76505336,Pending,15,32,0,Medium Risk,0,At Risk
POL45105855,Auto,291122,1455.42,2020-07-16,2025-11-22,Annually,Terminated,CUST37708358,1955,Long Term,0,Joshua Salas,Female,72,Lawyer,Widowed,"Sullivanbury, Tennessee, 70730",56+,0,1,Senior Adult,AGT20564507,Not Renewed,10,24,0,Low Risk,0,Churned
POL53613913,Auto,400186,1271.19,2016-12-04,2023-06-11,Quarterly,Active,CUST19737564,2380,Long Term,1,Amy Powell,Female,27,"Producer, television/film/video",Divorced,"Jenniferton, Oklahoma, 42467",26-35,0,0,Young Adult,AGT42683231,Renewed,36,41,0,Medium Risk,0,Loyal
POL22302710,Auto,104109,1110.15,2023-04-27,2027-04-10,Quarterly,Terminated,CUST00457976,1444,Long Term,0,Paula Reyes,Other,46,Personnel officer,Widowed,"Deniseport, Hawaii, 97739",46-55,0,0,Middle Age,AGT84540516,Not Renewed,6,76,1,High Risk,1,Churned
POL37452247,Health,488822,574.72,2024-07-04,2033-02-12,Monthly,Active,CUST45887020,3145,Long Term,1,Stephanie Webb,Male,75,Architectural technologist,Single,"Christianburgh, Ohio, 10725",56+,0,1,Senior Adult,AGT47050590,Not Renewed,8,59,0,Medium Risk,0,Churned
POL67279435,Property,313685,864.7,2018-08-17,2026-03-10,Monthly,Active,CUST55395846,2762,Long Term,1,Thomas Adams,Female,49,"Production assistant, radio",Divorced,"South Davidfort, South Carolina, 02623",46-55,0,0,Middle Age,AGT38010001,Renewed,39,37,0,Medium Risk,0,Loyal
POL61218156,Property,339225,1875.95,2018-09-01,2022-09-07,Quarterly,Terminated,CUST05685909,1467,Long Term,0,Franklin Villa,Male,52,Retail manager,Married,"Cookbury, Rhode Island, 81883",46-55,1,0,Senior Adult,AGT20677978,Renewed,14,76,1,High Risk,1,Loyal
POL38619975,Property,216739,122.36,2016-08-09,2026-07-22,Quarterly,Terminated,CUST12281036,3634,Long Term,0,Michael Roberts,Male,47,Medical physicist,Divorced,"North Timothy, Wyoming, 61075",46-55,0,0,Middle Age,AGT73968051,Not Renewed,3,72,1,High Risk,1,Churned
POL88503599,Property,289085,488.67,2024-06-29,2031-04-06,Annually,Lapsed,CUST24435883,2472,Long Term,0,Brittany Wells,Female,51,Oncologist,Widowed,"East Aprilland, Missouri, 47434",46-55,0,0,Senior Adult,AGT95367675,Renewed,0,82,1,High Risk,1,Loyal
POL69041241,Property,214993,389.54,2016-04-12,2023-04-05,Quarterly,Active,CUST37261327,2549,Long Term,1,Wesley Walker,Male,23,"Editor, film/video",Widowed,"Port Jessica, South Carolina, 75827",18-25,0,0,Young Adult,AGT69494978,Not Renewed,33,11,0,Low Risk,0,Churned
POL46495596,Health,279346,1774.55,2019-07-15,2028-09-17,Monthly,Lapsed,CUST71267407,3352,Long Term,0,Ashley Parker,Other,49,Furniture designer,Married,"Conleyshire, West Virginia, 63316",46-55,1,0,Middle Age,AGT29094398,Not Renewed,2,38,0,Medium Risk,0,Churned
POL34251194,Auto,405303,565.18,2022-05-25,2029-03-14,Annually,Active,CUST75793791,2485,Long Term,1,Heather Dixon,Other,30,Research scientist (physical sciences),Divorced,"East Spencer, Alaska, 24495",26-35,0,0,Young Adult,AGT70466820,Renewed,10,85,1,High Risk,1,Loyal
POL77104949,Life,296843,632.57,2023-02-21,2031-12-31,Annually,Lapsed,CUST14877396,3235,Long Term,0,Mark Mccoy,Male,40,Sales executive,Divorced,"South Sarah, Kansas, 59150",36-45,0,0,Middle Age,AGT03331291,Renewed,40,100,1,High Risk,1,Loyal
POL40125720,Health,407110,1228.02,2016-08-26,2024-02-02,Quarterly,Active,CUST57815971,2716,Long Term,1,William Williams,Other,84,Radiation protection practitioner,Married,"Jessicatown, Illinois, 87079",56+,1,1,Senior Adult,AGT14285330,Pending,21,9,0,Low Risk,0,At Risk
POL63626262,Auto,20097,1334.1,2021-03-01,2030-01-27,Annually,Lapsed,CUST66017391,3254,Long Term,0,Daniel Molina,Female,30,Paediatric nurse,Single,"North Ashleyborough, Indiana, 95364",26-35,0,0,Young Adult,AGT58133289,Not Renewed,10,42,0,Medium Risk,0,Churned
POL74568057,Auto,171483,640.63,2024-04-11,2027-12-31,Annually,Lapsed,CUST99661721,1359,Long Term,0,Jeremy Stone,Male,55,Warehouse manager,Divorced,"East Deborahburgh, North Carolina, 74486",46-55,0,0,Senior Adult,AGT75880461,Renewed,33,32,0,Medium Risk,0,Loyal
POL52774850,Auto,139461,555.77,2016-09-16,2024-08-05,Quarterly,Active,CUST16021924,2880,Long Term,1,Anthony Evans,Other,39,Television camera operator,Widowed,"Archertown, Nebraska, 15162",36-45,0,0,Middle Age,AGT28086404,Renewed,12,76,1,High Risk,1,Loyal
POL17282682,Life,136145,1233.34,2024-04-26,2025-10-27,Annually,Active,CUST94142986,549,Medium Term,1,Amy Flores,Male,20,"Engineer, energy",Single,"Kimberlyville, Minnesota, 15694",18-25,0,0,Young Adult,AGT92110080,Not Renewed,12,64,0,High Risk,0,Churned
POL81122472,Life,362330,997.75,2023-11-09,2028-04-08,Monthly,Active,CUST52700712,1612,Long Term,1,Danielle Martin,Female,64,Clinical molecular geneticist,Single,"Port Joyce, Illinois, 62094",56+,0,1,Senior Adult,AGT05803055,Not Renewed,14,22,0,Low Risk,0,Churned
POL39104228,Life,306200,509.74,2020-11-16,2025-05-02,Monthly,Lapsed,CUST50637961,1628,Long Term,0,Joseph Pope,Other,80,Network engineer,Divorced,"Port Danielle, North Dakota, 98188",56+,0,1,Senior Adult,AGT27096177,Pending,32,95,1,High Risk,1,At Risk
POL39650167,Property,357244,1237.98,2022-03-11,2031-09-21,Annually,Lapsed,CUST48026120,3481,Long Term,0,Natasha Mcclain,Male,57,"Engineer, production",Divorced,"Lake Mary, Virginia, 28809",56+,0,0,Senior Adult,AGT75200326,Renewed,28,32,0,Medium Risk,0,Loyal
POL76903743,Health,115205,1541.49,2023-06-11,2026-06-07,Quarterly,Terminated,CUST30108387,1092,Medium Term,0,Calvin Barr,Other,75,Film/video editor,Single,"Lake Hollyview, Indiana, 30357",56+,0,1,Senior Adult,AGT08468404,Pending,34,99,1,High Risk,1,At Risk
POL82111920,Property,243381,148.96,2015-03-24,2018-11-29,Annually,Active,CUST28917499,1346,Long Term,1,Timothy Richardson,Male,21,Chief Executive Officer,Married,"Alexanderchester, Indiana, 77372",18-25,1,0,Young Adult,AGT85429771,Pending,43,91,1,High Risk,1,At Risk
POL39805762,Health,167087,550.32,2023-03-26,2029-01-08,Quarterly,Terminated,CUST85589913,2115,Long Term,0,Michael Parker,Male,78,"Engineer, electronics",Divorced,"Amandachester, Michigan, 66650",56+,0,1,Senior Adult,AGT08834079,Pending,15,70,1,High Risk,1,At Risk
POL50354765,Auto,492655,1055.39,2022-09-03,2029-10-16,Monthly,Active,CUST08450980,2600,Long Term,1,Melissa Diaz DDS,Male,71,"Nurse, learning disability",Single,"Douglasburgh, Washington, 90188",56+,0,1,Senior Adult,AGT40136857,Renewed,31,98,1,High Risk,1,Loyal
POL61924951,Auto,262390,660.41,2016-09-13,2025-07-10,Monthly,Terminated,CUST20225726,3222,Long Term,0,Sara Wagner,Female,31,Forensic scientist,Single,"Rachelshire, Arkansas, 15041",26-35,0,0,Middle Age,AGT65268634,Not Renewed,24,88,1,High Risk,1,Churned
POL48511316,Auto,111882,894.53,2018-02-12,2023-12-26,Annually,Terminated,CUST30476742,2143,Long Term,0,Candace Harris,Male,47,"Engineer, electrical",Married,"West Anthony, South Carolina, 02390",46-55,1,0,Middle Age,AGT52644590,Not Renewed,16,79,1,High Risk,1,Churned
POL51366884,Health,151784,589.75,2019-06-26,2025-06-02,Annually,Terminated,CUST48173143,2168,Long Term,0,Helen Hancock,Male,73,Automotive engineer,Divorced,"New Steven, South Carolina, 74882",56+,0,1,Senior Adult,AGT21732408,Pending,38,82,1,High Risk,1,At Risk
POL46853221,Health,154487,273.75,2024-06-27,2029-01-26,Quarterly,Active,CUST69457285,1674,Long Term,1,Heather Gray,Female,76,Copy,Divorced,"South Chadhaven, Louisiana, 88114",56+,0,1,Senior Adult,AGT33119136,Not Renewed,15,43,0,Medium Risk,0,Churned
POL03944211,Property,15972,1004.52,2015-10-06,2021-08-15,Monthly,Lapsed,CUST94332597,2140,Long Term,0,Eric Nielsen,Other,39,Radiation protection practitioner,Single,"Michaelport, Maryland, 76697",36-45,0,0,Middle Age,AGT92652990,Pending,30,98,1,High Risk,1,At Risk
POL15004770,Life,304826,228.79,2019-01-15,2026-03-26,Quarterly,Lapsed,CUST20309690,2627,Long Term,0,Teresa Davies,Male,30,Financial trader,Single,"Alexisside, Alabama, 64101",26-35,0,0,Young Adult,AGT48496317,Pending,22,76,1,High Risk,1,At Risk
POL04951844,Health,187358,1926.98,2024-10-03,2031-07-18,Monthly,Active,CUST40987292,2479,Long Term,1,Maureen Robinson,Female,24,Environmental health practitioner,Widowed,"Lake James, New Mexico, 79802",18-25,0,0,Young Adult,AGT62754643,Pending,35,31,0,Medium Risk,0,At Risk
POL38588789,Property,78399,822.81,2015-02-24,2025-02-08,Quarterly,Lapsed,CUST27802022,3637,Long Term,0,Barry Peters,Male,79,Site engineer,Single,"Stephenfort, Utah, 35038",56+,0,1,Senior Adult,AGT90274927,Renewed,2,66,0,High Risk,0,Loyal
POL82419107,Auto,90148,1778.29,2016-01-10,2023-12-04,Annually,Active,CUST27928402,2885,Long Term,1,Lori Smith,Female,60,Field seismologist,Divorced,"Lake Patrick, Colorado, 55221",56+,0,1,Senior Adult,AGT47619095,Renewed,15,37,0,Medium Risk,0,Loyal
POL33737447,Auto,50576,1716.88,2024-03-23,2028-11-28,Monthly,Active,CUST54795828,1711,Long Term,1,Robert Thomas,Other,79,Data scientist,Divorced,"Lindseybury, Vermont, 19529",56+,0,1,Senior Adult,AGT30399450,Not Renewed,31,76,1,High Risk,1,Churned
POL64767382,Property,246411,185.75,2020-09-05,2026-07-25,Annually,Active,CUST69019373,2149,Long Term,1,Elizabeth Crawford,Other,52,Environmental consultant,Single,"North Brandonborough, Arkansas, 26282",46-55,0,0,Senior Adult,AGT88407038,Not Renewed,25,59,0,Medium Risk,0,Churned
POL23594772,Health,37049,1979.52,2022-05-03,2031-12-11,Monthly,Terminated,CUST86615154,3509,Long Term,0,Megan Thomas,Female,57,Chemical engineer,Widowed,"West Josephchester, Washington, 08619",56+,0,0,Senior Adult,AGT92550011,Pending,11,1,0,Low Risk,0,At Risk
POL94518815,Property,453532,1021.59,2022-04-10,2030-09-30,Quarterly,Active,CUST89988266,3095,Long Term,1,Jessica Barry,Other,74,Ecologist,Married,"North Troy, South Carolina, 45580",56+,1,1,Senior Adult,AGT59255361,Renewed,48,52,0,Medium Risk,0,Loyal
POL37985546,Auto,441924,1923.86,2019-05-29,2026-08-12,Monthly,Active,CUST90005709,2632,Long Term,1,Heather Harrison,Female,34,Maintenance engineer,Married,"Bowersfurt, Hawaii, 64470",26-35,1,0,Middle Age,AGT55291369,Pending,19,73,1,High Risk,1,At Risk
POL95836164,Auto,439637,947.28,2019-03-03,2023-06-14,Annually,Lapsed,CUST75237860,1564,Long Term,0,Rhonda Buck,Other,81,Television camera operator,Married,"Gregoryhaven, Mississippi, 59551",56+,1,1,Senior Adult,AGT81423408,Renewed,30,4,0,Low Risk,0,Loyal
POL41393239,Property,303838,1083.91,2020-01-22,2023-03-06,Monthly,Terminated,CUST45479654,1139,Long Term,0,Madison Miller,Other,40,"Scientist, marine",Widowed,"South Rhonda, Ohio, 15314",36-45,0,0,Middle Age,AGT73811983,Renewed,46,65,0,High Risk,0,Loyal
POL95244165,Life,192291,378.41,2024-12-02,2031-09-10,Quarterly,Lapsed,CUST86814379,2473,Long Term,0,Michelle Mcdaniel,Male,21,Ophthalmologist,Single,"Lake Eric, South Dakota, 32842",18-25,0,0,Young Adult,AGT21277595,Pending,16,100,1,High Risk,1,At Risk
POL63274681,Health,137139,1183.17,2015-10-13,2025-10-05,Quarterly,Lapsed,CUST56689353,3645,Long Term,0,Hannah Mercado,Male,63,"Administrator, education",Widowed,"West Madison, Illinois, 32204",56+,0,1,Senior Adult,AGT07107431,Not Renewed,27,45,0,Medium Risk,0,Churned
POL97969575,Life,169345,1068.99,2016-08-15,2018-12-03,Monthly,Active,CUST78057650,840,Medium Term,1,Mathew Mccullough,Other,40,Museum/gallery exhibitions officer,Single,"South Joshuaton, Michigan, 06327",36-45,0,0,Middle Age,AGT38608444,Renewed,26,82,1,High Risk,1,Loyal
POL33330579,Auto,485212,1025.38,2020-07-12,2026-07-07,Quarterly,Terminated,CUST91459619,2186,Long Term,0,Wanda Davis,Male,57,"Engineer, biomedical",Divorced,"South Scott, Kentucky, 54078",56+,0,0,Senior Adult,AGT16776278,Not Renewed,8,90,1,High Risk,1,Churned
POL82251135,Health,173816,1571.12,2019-08-22,2024-10-03,Quarterly,Lapsed,CUST94135201,1869,Long Term,0,Laura Stein,Female,23,Financial risk analyst,Single,"Joshuamouth, Virginia, 61470",18-25,0,0,Young Adult,AGT40467903,Not Renewed,50,5,0,Low Risk,0,Churned
POL93411965,Life,139710,1578.89,2024-09-22,2032-06-12,Quarterly,Lapsed,CUST81601074,2820,Long Term,0,Darren Howard,Male,76,Insurance underwriter,Divorced,"Mclaughlinmouth, Florida, 84337",56+,0,1,Senior Adult,AGT98652077,Not Renewed,39,2,0,Low Risk,0,Churned
POL22177049,Health,250750,751.5,2016-06-06,2019-06-26,Annually,Terminated,CUST61371484,1115,Long Term,0,Timothy Taylor,Other,77,"Pilot, airline",Married,"South Paul, Connecticut, 91154",56+,1,1,Senior Adult,AGT89903402,Renewed,33,21,0,Low Risk,0,Loyal
POL02585077,Auto,130822,1280.08,2017-10-01,2020-03-26,Annually,Active,CUST63815413,907,Medium Term,1,Darren Smith,Female,43,Make,Widowed,"Lake Mackenzie, North Dakota, 49091",36-45,0,0,Middle Age,AGT99495062,Not Renewed,18,22,0,Low Risk,0,Churned
POL01267201,Life,224911,1213.24,2021-08-15,2030-08-09,Monthly,Active,CUST19390619,3281,Long Term,1,Mrs. Amanda George,Male,50,Financial planner,Married,"Jonesside, Maryland, 54414",46-55,1,0,Middle Age,AGT43336552,Renewed,36,12,0,Low Risk,0,Loyal
POL45899805,Auto,360216,1310.98,2023-07-08,2027-01-31,Quarterly,Terminated,CUST24185675,1303,Long Term,0,Christopher Garza,Other,82,Environmental health practitioner,Widowed,"Fullerview, Rhode Island, 81069",56+,0,1,Senior Adult,AGT76752602,Not Renewed,20,92,1,High Risk,1,Churned
POL76517809,Auto,493834,586.96,2017-09-16,2025-02-13,Monthly,Active,CUST31962963,2707,Long Term,1,Andrea Thompson,Other,27,Facilities manager,Widowed,"South Patrick, Alabama, 57623",26-35,0,0,Young Adult,AGT13375237,Not Renewed,34,38,0,Medium Risk,0,Churned
POL88210682,Life,287990,531.81,2020-12-17,2029-12-28,Annually,Active,CUST35741824,3298,Long Term,1,Andrew Villanueva,Other,58,English as a second language teacher,Widowed,"Jessicaside, Minnesota, 97608",56+,0,0,Senior Adult,AGT66093598,Pending,22,27,0,Low Risk,0,At Risk
POL85021281,Health,488912,1506.96,2023-01-27,2026-07-11,Monthly,Lapsed,CUST69103964,1261,Long Term,0,Patrick Bush,Male,78,"Engineer, broadcasting (operations)",Widowed,"East Christian, Hawaii, 61803",56+,0,1,Senior Adult,AGT26504252,Not Renewed,25,31,0,Medium Risk,0,Churned
POL81192447,Health,448351,305.16,2022-10-17,2028-12-04,Monthly,Active,CUST92381290,2240,Long Term,1,John Shields,Other,65,Investment analyst,Single,"Courtneyfort, New York, 52753",56+,0,1,Senior Adult,AGT87256601,Pending,23,100,1,High Risk,1,At Risk
POL75206437,Property,307267,934.68,2022-03-24,2030-03-18,Annually,Active,CUST87543401,2916,Long Term,1,Sandra Rodriguez,Other,27,Public relations account executive,Divorced,"Schneiderbury, Hawaii, 19316",26-35,0,0,Young Adult,AGT67575849,Renewed,17,54,0,Medium Risk,0,Loyal
POL49763923,Health,279073,1684.29,2023-11-30,2026-09-17,Quarterly,Lapsed,CUST24587752,1022,Medium Term,0,Frank Howard,Male,39,Forest/woodland manager,Divorced,"North Erika, Mississippi, 05384",36-45,0,0,Middle Age,AGT85550265,Pending,12,49,0,Medium Risk,0,At Risk
POL10008915,Property,30683,1536.77,2014-12-31,2022-03-12,Annually,Active,CUST81424332,2628,Long Term,1,Kenneth Taylor PhD,Other,77,Nature conservation officer,Widowed,"Wadechester, Michigan, 84383",56+,0,1,Senior Adult,AGT25205923,Not Renewed,9,66,0,High Risk,0,Churned
POL02313500,Auto,466951,1831.42,2023-06-26,2030-11-26,Quarterly,Terminated,CUST13466437,2710,Long Term,0,Melissa Evans,Other,83,Pathologist,Single,"East Annafort, Idaho, 97063",56+,0,1,Senior Adult,AGT12390221,Renewed,43,86,1,High Risk,1,Loyal
POL09750798,Property,422933,124.22,2016-10-25,2023-10-20,Monthly,Lapsed,CUST97654101,2551,Long Term,0,Nicholas Powell,Other,26,Passenger transport manager,Divorced,"New Cheryl, Hawaii, 90900",26-35,0,0,Young Adult,AGT61322860,Pending,41,64,0,High Risk,0,At Risk
POL36666009,Property,395884,1737.91,2017-11-28,2022-10-14,Annually,Lapsed,CUST00150301,1781,Long Term,0,Anthony Zimmerman,Other,63,Mechanical engineer,Single,"Cooktown, California, 06514",56+,0,1,Senior Adult,AGT26864803,Pending,30,43,0,Medium Risk,0,At Risk
POL96855506,Property,372430,1090.82,2023-07-11,2025-06-20,Quarterly,Terminated,CUST36148354,710,Medium Term,0,Gregory Lamb,Other,53,Fisheries officer,Single,"Port Juliemouth, Illinois, 69505",46-55,0,0,Senior Adult,AGT63204955,Not Renewed,9,96,1,High Risk,1,Churned
POL71516749,Health,410794,1725.84,2021-03-30,2028-05-30,Annually,Lapsed,CUST85581495,2618,Long Term,0,Christopher Moore,Female,68,"Administrator, arts",Married,"Philipburgh, Wyoming, 88899",56+,1,1,Senior Adult,AGT70825273,Not Renewed,22,69,0,High Risk,0,Churned
POL95480869,Property,476330,503.18,2023-09-10,2029-08-11,Annually,Terminated,CUST34007755,2162,Long Term,0,Jason Clark,Female,74,Air broker,Married,"Port Lisa, Connecticut, 04056",56+,1,1,Senior Adult,AGT98566760,Not Renewed,37,24,0,Low Risk,0,Churned
POL46131890,Life,36237,1482.65,2017-01-30,2024-10-07,Annually,Terminated,CUST06656632,2807,Long Term,0,Lindsey Arnold,Female,45,Government social research officer,Married,"Lawrenceland, Illinois, 88349",36-45,1,0,Middle Age,AGT59811328,Not Renewed,42,89,1,High Risk,1,Churned
POL64900151,Auto,68167,372.41,2021-10-19,2029-10-18,Annually,Active,CUST38688913,2921,Long Term,1,Colleen Ford,Male,76,"Psychologist, counselling",Divorced,"Kellymouth, New Jersey, 06048",56+,0,1,Senior Adult,AGT50805566,Pending,46,83,1,High Risk,1,At Risk
POL42034856,Auto,58538,796.73,2021-05-06,2024-04-24,Quarterly,Terminated,CUST61552560,1084,Medium Term,0,Shaun Stuart,Female,30,Meteorologist,Widowed,"Port Davidfurt, Maryland, 49078",26-35,0,0,Young Adult,AGT14301005,Not Renewed,43,58,0,Medium Risk,0,Churned
POL60897326,Health,434814,1588.93,2018-04-14,2022-03-03,Annually,Lapsed,CUST97800780,1419,Long Term,0,Jeremiah Hughes,Other,29,Animal technologist,Married,"Floresland, Arkansas, 38951",26-35,1,0,Young Adult,AGT51929051,Pending,7,31,0,Medium Risk,0,At Risk
POL38380842,Health,67547,652.7,2017-10-01,2025-04-03,Monthly,Active,CUST79329107,2741,Long Term,1,Christopher Greer,Male,29,Community development worker,Married,"Moorefurt, Iowa, 94619",26-35,1,0,Young Adult,AGT99121921,Not Renewed,38,18,0,Low Risk,0,Churned
POL51145073,Auto,329979,658.1,2022-04-01,2025-09-10,Quarterly,Terminated,CUST45848469,1258,Long Term,0,Ashley Rose,Female,20,Set designer,Widowed,"Vaughnland, Minnesota, 30680",18-25,0,0,Young Adult,AGT25569174,Renewed,40,86,1,High Risk,1,Loyal
POL73019543,Life,485482,1009.98,2015-06-13,2024-11-23,Monthly,Active,CUST10202721,3451,Long Term,1,Ann Green,Other,36,Politician's assistant,Married,"Stacyport, Indiana, 27922",36-45,1,0,Middle Age,AGT72424925,Renewed,44,93,1,High Risk,1,Loyal
POL15948540,Auto,91110,1304.85,2018-09-20,2020-06-03,Quarterly,Lapsed,CUST85740069,622,Medium Term,0,Kevin Powell,Female,42,Private music teacher,Single,"West Brianna, Texas, 78542",36-45,0,0,Middle Age,AGT38458755,Pending,47,55,0,Medium Risk,0,At Risk
POL45059272,Auto,224717,959.21,2021-01-19,2027-05-03,Quarterly,Terminated,CUST46135838,2295,Long Term,0,Kayla Burns,Male,57,"Presenter, broadcasting",Widowed,"East Dawn, Texas, 52827",56+,0,0,Senior Adult,AGT60864068,Not Renewed,44,42,0,Medium Risk,0,Churned
POL46263397,Auto,360092,865.23,2017-04-11,2021-11-05,Annually,Lapsed,CUST29662093,1669,Long Term,0,Christopher Williams,Other,80,Health and safety inspector,Widowed,"Crossside, New Mexico, 38403",56+,0,1,Senior Adult,AGT28919827,Not Renewed,31,60,0,Medium Risk,0,Churned
POL66640089,Auto,202518,1962.5,2015-08-31,2020-03-24,Annually,Active,CUST39109112,1667,Long Term,1,Sydney Lloyd,Other,54,Interior and spatial designer,Widowed,"Lake Jessica, Nebraska, 32912",46-55,0,0,Senior Adult,AGT07435520,Pending,46,44,0,Medium Risk,0,At Risk
POL17047233,Health,118646,886.01,2019-02-10,2020-09-16,Annually,Terminated,CUST91136281,584,Medium Term,0,Dr. Mary Hampton,Other,42,Animal technologist,Married,"North Michael, Wyoming, 78028",36-45,1,0,Middle Age,AGT51523784,Pending,49,25,0,Low Risk,0,At Risk
