Customer ID,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Bucket,Married Flag,Senior Citizen Flag,Customer Segment,Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Policy Duration Days,Policy Duration Category,Active Policy Flag,Agent ID,Renewal Status,Policy Discounts,Risk Score,High_Risk_Flag,Risk Category,High Risk Flag,Renewal Segment
CUST79016088,Mr. Vincent Roth,Female,76,Architect,Widowed,"Lake Michael, West Virginia, 42904",56+,0,1,Senior Adult,POL65805829,Life,375199,1588.75,2022-03-20,2029-05-17,Annually,Terminated,2615,Long Term,0,AGT75573207,Renewed,22,28,0,Low Risk,0,Loyal
CUST79016088,Mr. Vincent Roth,Female,76,Architect,Widowed,"Lake Michael, West Virginia, 42904",56+,0,1,Senior Adult,POL50481637,Auto,240823,1972.46,2015-08-02,2022-04-19,Annually,Active,2452,Long Term,1,AGT79635844,Not Renewed,2,59,0,Medium Risk,0,Churned
CUST41536787,Gary Long,Male,60,"Pharmacist, community",Single,"Kimberlyburgh, Kentucky, 06618",56+,0,1,Senior Adult,POL47222103,Auto,224689,1226.1,2017-03-06,2023-08-21,Monthly,Active,2359,Long Term,1,AGT09675655,Pending,32,90,1,High Risk,1,At Risk
CUST29392769,Tara Valencia DDS,Female,60,Forensic scientist,Single,"Sarahaven, South Dakota, 15365",56+,0,1,Senior Adult,POL78513544,Health,346998,725.51,2019-05-05,2023-12-21,Annually,Terminated,1691,Long Term,0,AGT85783725,Not Renewed,41,7,0,Low Risk,0,Churned
CUST75662303,Curtis Bradley,Female,62,"Therapist, horticultural",Divorced,"South Justinton, Kentucky, 01181",56+,0,1,Senior Adult,POL49483988,Auto,55748,330.03,2021-09-28,2024-06-07,Annually,Active,983,Medium Term,1,AGT81291077,Pending,49,71,1,High Risk,1,At Risk
CUST75662303,Curtis Bradley,Female,62,"Therapist, horticultural",Divorced,"South Justinton, Kentucky, 01181",56+,0,1,Senior Adult,POL39150268,Life,166167,271.22,2022-01-14,2023-01-23,Quarterly,Lapsed,374,Medium Term,0,AGT91584630,Renewed,32,58,0,Medium Risk,0,Loyal
CUST75662303,Curtis Bradley,Female,62,"Therapist, horticultural",Divorced,"South Justinton, Kentucky, 01181",56+,0,1,Senior Adult,POL85814059,Auto,201809,371.15,2020-06-23,2027-12-05,Quarterly,Terminated,2721,Long Term,0,AGT91238398,Not Renewed,24,44,0,Medium Risk,0,Churned
CUST66721944,Lawrence Rivera,Male,40,Ophthalmologist,Single,"New Amy, Illinois, 04639",36-45,0,0,Middle Age,POL14768104,Life,129519,1170.95,2021-05-13,2030-07-12,Monthly,Active,3347,Long Term,1,AGT90474136,Pending,31,31,0,Medium Risk,0,At Risk
CUST66721944,Lawrence Rivera,Male,40,Ophthalmologist,Single,"New Amy, Illinois, 04639",36-45,0,0,Middle Age,POL78402619,Health,12187,1963.15,2022-11-01,2026-01-14,Annually,Lapsed,1170,Long Term,0,AGT39444101,Not Renewed,5,28,0,Low Risk,0,Churned
CUST66721944,Lawrence Rivera,Male,40,Ophthalmologist,Single,"New Amy, Illinois, 04639",36-45,0,0,Middle Age,POL47336501,Life,213458,1967.6,2019-01-12,2023-03-01,Quarterly,Active,1509,Long Term,1,AGT24681551,Renewed,17,91,1,High Risk,1,Loyal
CUST32639304,Ricky Barnes,Other,40,Electronics engineer,Divorced,"Boothbury, Washington, 89723",36-45,0,0,Middle Age,POL70701103,Auto,486988,1793.77,2020-11-01,2028-04-10,Monthly,Terminated,2717,Long Term,0,AGT40389060,Not Renewed,28,20,0,Low Risk,0,Churned
CUST32639304,Ricky Barnes,Other,40,Electronics engineer,Divorced,"Boothbury, Washington, 89723",36-45,0,0,Middle Age,POL01530992,Life,233168,1707.34,2023-12-02,2028-08-11,Annually,Lapsed,1714,Long Term,0,AGT37991598,Pending,35,5,0,Low Risk,0,At Risk
CUST82201328,Mallory Lester,Male,66,Musician,Widowed,"Lake Mistyborough, South Carolina, 98592",56+,0,1,Senior Adult,POL69476490,Auto,346751,1364.7,2015-06-02,2017-03-23,Monthly,Active,660,Medium Term,1,AGT54933182,Pending,25,76,1,High Risk,1,At Risk
CUST82201328,Mallory Lester,Male,66,Musician,Widowed,"Lake Mistyborough, South Carolina, 98592",56+,0,1,Senior Adult,POL43810674,Health,61633,510.71,2016-03-30,2017-04-12,Monthly,Terminated,378,Medium Term,0,AGT55917478,Pending,19,19,0,Low Risk,0,At Risk
CUST76500092,Peter Martin DDS,Male,77,Museum/gallery curator,Single,"Wilcoxborough, Kentucky, 08780",56+,0,1,Senior Adult,POL99495408,Property,203469,354.45,2015-09-28,2020-09-25,Annually,Terminated,1824,Long Term,0,AGT16090693,Not Renewed,14,49,0,Medium Risk,0,Churned
CUST67521046,Brooke Carroll,Other,54,Illustrator,Single,"North Wendy, Kentucky, 23618",46-55,0,0,Senior Adult,POL98118247,Health,72953,1915,2017-08-24,2024-09-05,Annually,Lapsed,2569,Long Term,0,AGT23443615,Pending,39,100,1,High Risk,1,At Risk
CUST67521046,Brooke Carroll,Other,54,Illustrator,Single,"North Wendy, Kentucky, 23618",46-55,0,0,Senior Adult,POL10231732,Life,419812,999.26,2015-06-27,2018-09-11,Annually,Terminated,1172,Long Term,0,AGT67201203,Renewed,1,52,0,Medium Risk,0,Loyal
CUST58712853,David Mitchell,Other,48,Translator,Widowed,"South Sharonhaven, North Carolina, 27108",46-55,0,0,Middle Age,POL95105211,Auto,466991,1132.09,2019-07-28,2023-08-09,Annually,Lapsed,1473,Long Term,0,AGT43978373,Not Renewed,37,62,0,High Risk,0,Churned
CUST58712853,David Mitchell,Other,48,Translator,Widowed,"South Sharonhaven, North Carolina, 27108",46-55,0,0,Middle Age,POL01434989,Health,138503,351.11,2020-05-27,2023-02-18,Annually,Terminated,997,Medium Term,0,AGT11947668,Pending,26,37,0,Medium Risk,0,At Risk
CUST54413687,Nicholas Juarez,Other,53,Animator,Married,"South Angelaview, Virginia, 03836",46-55,1,0,Senior Adult,POL32457867,Life,159800,1868.27,2019-07-29,2026-12-18,Monthly,Lapsed,2699,Long Term,0,AGT01799905,Not Renewed,45,99,1,High Risk,1,Churned
CUST79911540,Michele Wells,Female,62,Electrical engineer,Single,"New Michaelport, Nevada, 09241",56+,0,1,Senior Adult,POL84549394,Life,476816,1895.29,2015-04-07,2017-06-22,Annually,Active,807,Medium Term,1,AGT10655262,Not Renewed,23,24,0,Low Risk,0,Churned
CUST79911540,Michele Wells,Female,62,Electrical engineer,Single,"New Michaelport, Nevada, 09241",56+,0,1,Senior Adult,POL03499905,Health,365979,1094.5,2021-03-14,2022-03-28,Annually,Active,379,Medium Term,1,AGT12674381,Renewed,48,72,1,High Risk,1,Loyal
CUST29373963,Christopher Obrien,Male,70,"Conservation officer, historic buildings",Married,"Stewartmouth, Vermont, 20755",56+,1,1,Senior Adult,POL29299369,Health,291551,1921.3,2019-05-17,2021-12-15,Annually,Terminated,943,Medium Term,0,AGT21321674,Not Renewed,5,72,1,High Risk,1,Churned
CUST65201495,Kristine Hart,Male,24,Catering manager,Widowed,"Michaelberg, New Jersey, 49079",18-25,0,0,Young Adult,POL32721241,Health,282767,1426.71,2016-05-02,2021-02-20,Monthly,Lapsed,1755,Long Term,0,AGT38188547,Pending,46,78,1,High Risk,1,At Risk
CUST90183545,Mary Alvarez,Female,47,Ophthalmologist,Married,"North Robert, Louisiana, 64242",46-55,1,0,Middle Age,POL36453165,Health,480586,555.09,2015-02-14,2021-06-08,Annually,Terminated,2306,Long Term,0,AGT86525262,Renewed,11,72,1,High Risk,1,Loyal
CUST90183545,Mary Alvarez,Female,47,Ophthalmologist,Married,"North Robert, Louisiana, 64242",46-55,1,0,Middle Age,POL11755321,Life,436481,1806.08,2021-03-25,2023-10-18,Quarterly,Terminated,937,Medium Term,0,AGT59844923,Pending,13,97,1,High Risk,1,At Risk
CUST29474373,Johnathan Bennett,Male,80,"Pilot, airline",Married,"Port Roger, Wyoming, 25676",56+,1,1,Senior Adult,POL36595013,Auto,98501,655.39,2019-01-25,2028-12-07,Monthly,Lapsed,3604,Long Term,0,AGT24817559,Not Renewed,0,76,1,High Risk,1,Churned
CUST29474373,Johnathan Bennett,Male,80,"Pilot, airline",Married,"Port Roger, Wyoming, 25676",56+,1,1,Senior Adult,POL24459389,Life,290204,199.68,2022-06-29,2026-10-18,Quarterly,Terminated,1572,Long Term,0,AGT55715373,Renewed,10,64,0,High Risk,0,Loyal
CUST29474373,Johnathan Bennett,Male,80,"Pilot, airline",Married,"Port Roger, Wyoming, 25676",56+,1,1,Senior Adult,POL87412754,Auto,295689,187.11,2021-01-31,2023-01-27,Quarterly,Terminated,726,Medium Term,0,AGT76732632,Not Renewed,33,38,0,Medium Risk,0,Churned
CUST23869208,Robert Marshall,Other,67,Medical laboratory scientific officer,Married,"Laurenmouth, Michigan, 32750",56+,1,1,Senior Adult,POL79966692,Health,86578,705.01,2022-12-06,2032-08-24,Quarterly,Terminated,3549,Long Term,0,AGT40327186,Renewed,3,49,0,Medium Risk,0,Loyal
CUST24392889,Mrs. Erica Murphy MD,Other,41,Accommodation manager,Widowed,"Lake Debra, South Dakota, 24952",36-45,0,0,Middle Age,POL04297854,Property,376917,1111.15,2020-08-20,2029-12-07,Monthly,Lapsed,3396,Long Term,0,AGT84213331,Pending,50,41,0,Medium Risk,0,At Risk
CUST24392889,Mrs. Erica Murphy MD,Other,41,Accommodation manager,Widowed,"Lake Debra, South Dakota, 24952",36-45,0,0,Middle Age,POL00148188,Property,495426,1088.55,2019-06-22,2028-06-20,Annually,Terminated,3286,Long Term,0,AGT87051437,Renewed,21,3,0,Low Risk,0,Loyal
CUST74784564,Justin Alvarez,Female,52,Financial adviser,Married,"Lake Alexandraview, Virginia, 14364",46-55,1,0,Senior Adult,POL56375042,Life,398870,1916.87,2015-03-04,2024-09-08,Annually,Terminated,3476,Long Term,0,AGT87594230,Pending,8,47,0,Medium Risk,0,At Risk
CUST12934355,Sandy Lawson,Female,31,Chief Marketing Officer,Single,"Christophershire, Connecticut, 28931",26-35,0,0,Middle Age,POL82016751,Health,213229,1454.12,2021-07-15,2025-11-17,Monthly,Active,1586,Long Term,1,AGT42173074,Pending,31,60,0,Medium Risk,0,At Risk
CUST07678524,Stephanie Bruce,Other,28,Operational researcher,Divorced,"New Shaun, Louisiana, 44766",26-35,0,0,Young Adult,POL51666989,Life,498988,412.54,2018-09-07,2023-12-21,Quarterly,Terminated,1931,Long Term,0,AGT47479021,Renewed,36,99,1,High Risk,1,Loyal
CUST07678524,Stephanie Bruce,Other,28,Operational researcher,Divorced,"New Shaun, Louisiana, 44766",26-35,0,0,Young Adult,POL47418940,Auto,80295,1845.49,2018-11-29,2027-07-18,Annually,Terminated,3153,Long Term,0,AGT95746701,Not Renewed,7,92,1,High Risk,1,Churned
CUST07678524,Stephanie Bruce,Other,28,Operational researcher,Divorced,"New Shaun, Louisiana, 44766",26-35,0,0,Young Adult,POL09476789,Health,117338,1764.44,2021-04-28,2028-08-17,Quarterly,Active,2668,Long Term,1,AGT96138529,Renewed,2,72,1,High Risk,1,Loyal
CUST07678524,Stephanie Bruce,Other,28,Operational researcher,Divorced,"New Shaun, Louisiana, 44766",26-35,0,0,Young Adult,POL65495317,Property,154742,1337.26,2016-07-07,2018-07-18,Annually,Active,741,Medium Term,1,AGT66606908,Renewed,29,43,0,Medium Risk,0,Loyal
CUST85881033,Maria Powell,Male,65,"Editor, film/video",Divorced,"Port Jennifer, Indiana, 84032",56+,0,1,Senior Adult,POL59534833,Life,73695,1664.98,2016-12-23,2019-08-02,Annually,Active,952,Medium Term,1,AGT22286980,Renewed,29,7,0,Low Risk,0,Loyal
CUST35180038,Christopher Perez,Other,32,Exercise physiologist,Widowed,"East Ruthmouth, Nevada, 13546",26-35,0,0,Middle Age,POL88380542,Life,147408,1688.01,2020-04-05,2022-10-11,Monthly,Terminated,919,Medium Term,0,AGT39617618,Renewed,20,93,1,High Risk,1,Loyal
CUST35180038,Christopher Perez,Other,32,Exercise physiologist,Widowed,"East Ruthmouth, Nevada, 13546",26-35,0,0,Middle Age,POL98789630,Life,473645,1974.73,2023-01-15,2025-06-18,Annually,Lapsed,885,Medium Term,0,AGT17803187,Pending,11,48,0,Medium Risk,0,At Risk
CUST95420914,Catherine Gonzalez,Male,22,Sports therapist,Single,"West Scottville, Arkansas, 60180",18-25,0,0,Young Adult,POL92741100,Auto,242690,332.84,2015-03-12,2025-02-19,Quarterly,Lapsed,3632,Long Term,0,AGT44988899,Pending,43,45,0,Medium Risk,0,At Risk
CUST31292770,Kelsey Salazar,Female,79,Sports coach,Married,"Bergmouth, Rhode Island, 44788",56+,1,1,Senior Adult,POL19793427,Auto,102999,1740.18,2024-11-17,2029-01-18,Monthly,Terminated,1523,Long Term,0,AGT81747217,Pending,5,76,1,High Risk,1,At Risk
CUST92205452,Gary Snyder,Male,45,"Scientist, product/process development",Single,"Lake Timothyberg, Alabama, 11517",36-45,0,0,Middle Age,POL03671194,Health,342550,1072.89,2024-11-22,2027-09-13,Monthly,Terminated,1025,Medium Term,0,AGT54051605,Not Renewed,6,36,0,Medium Risk,0,Churned
CUST37149471,Alicia Taylor,Female,38,Clinical molecular geneticist,Married,"West Rebeccaborough, Wyoming, 08720",36-45,1,0,Middle Age,POL94998693,Property,246463,1855.49,2017-08-09,2021-04-05,Annually,Active,1335,Long Term,1,AGT93997451,Pending,34,81,1,High Risk,1,At Risk
CUST37149471,Alicia Taylor,Female,38,Clinical molecular geneticist,Married,"West Rebeccaborough, Wyoming, 08720",36-45,1,0,Middle Age,POL17820094,Health,416339,1465.06,2024-01-22,2025-08-21,Quarterly,Lapsed,577,Medium Term,0,AGT12415191,Pending,27,27,0,Low Risk,0,At Risk
CUST84431547,Olivia Dennis,Other,62,Media buyer,Divorced,"Downshaven, South Carolina, 89436",56+,0,1,Senior Adult,POL14011432,Health,499386,1467.02,2023-12-05,2028-02-09,Quarterly,Terminated,1527,Long Term,0,AGT47965787,Renewed,49,61,0,High Risk,0,Loyal
CUST56770933,Christian Harris,Male,66,Technical sales engineer,Single,"Port Leslie, Louisiana, 39148",56+,0,1,Senior Adult,POL59833526,Property,113861,488.16,2017-02-05,2023-04-28,Annually,Active,2273,Long Term,1,AGT35679825,Not Renewed,7,28,0,Low Risk,0,Churned
CUST47030666,Jodi Mills,Other,19,Recycling officer,Single,"Lisahaven, Maryland, 58653",18-25,0,0,Young Adult,POL05847993,Health,473205,198.28,2023-07-05,2030-08-04,Quarterly,Lapsed,2587,Long Term,0,AGT54763620,Not Renewed,15,23,0,Low Risk,0,Churned
CUST87054211,Evelyn Lambert,Male,48,Operations geologist,Married,"Sarahtown, Indiana, 94063",46-55,1,0,Middle Age,POL95548739,Life,269049,1168.54,2024-06-06,2028-06-27,Annually,Terminated,1482,Long Term,0,AGT53183311,Renewed,12,77,1,High Risk,1,Loyal
CUST46225402,Edwin Patterson,Female,76,"Conservation officer, nature",Single,"South James, Hawaii, 82359",56+,0,1,Senior Adult,POL52347881,Auto,312088,391.88,2016-09-07,2020-05-27,Quarterly,Active,1358,Long Term,1,AGT88162005,Pending,9,18,0,Low Risk,0,At Risk
CUST14518344,Timothy Hamilton,Other,71,Educational psychologist,Divorced,"Port Sheilahaven, Arizona, 92645",56+,0,1,Senior Adult,POL56063267,Auto,372525,1393.22,2021-05-27,2030-12-27,Quarterly,Terminated,3501,Long Term,0,AGT78282328,Renewed,30,22,0,Low Risk,0,Loyal
CUST78208538,Ann Francis,Other,56,Chief Marketing Officer,Married,"East Anna, Tennessee, 47569",56+,1,0,Senior Adult,POL88774190,Property,365694,1812.36,2017-05-16,2021-05-30,Monthly,Terminated,1475,Long Term,0,AGT69097733,Not Renewed,35,92,1,High Risk,1,Churned
CUST84237988,Brendan Freeman,Female,56,Legal executive,Married,"New Jeffrey, Rhode Island, 75224",56+,1,0,Senior Adult,POL36934313,Auto,325428,225.9,2017-05-29,2023-01-04,Monthly,Lapsed,2046,Long Term,0,AGT99956033,Pending,41,70,1,High Risk,1,At Risk
CUST54696882,Michael Jackson,Female,68,Legal secretary,Married,"Port Christophertown, Arkansas, 25222",56+,1,1,Senior Adult,POL56373098,Auto,367287,1058.26,2020-05-05,2021-06-06,Quarterly,Lapsed,397,Medium Term,0,AGT24028790,Not Renewed,11,85,1,High Risk,1,Churned
CUST01048832,Stephen Lang,Female,19,Physiotherapist,Single,"West Cameronfort, Maryland, 32615",18-25,0,0,Young Adult,POL18093390,Auto,374177,1272.91,2024-01-23,2028-09-20,Quarterly,Lapsed,1702,Long Term,0,AGT65654717,Not Renewed,48,16,0,Low Risk,0,Churned
CUST09928745,Miguel Cooper,Female,49,"Doctor, general practice",Single,"New Joshuamouth, Alabama, 81813",46-55,0,0,Middle Age,POL20683862,Auto,367347,1902.79,2015-12-11,2020-05-07,Monthly,Active,1609,Long Term,1,AGT26030580,Renewed,26,55,0,Medium Risk,0,Loyal
CUST26207435,Selena Navarro,Female,77,Tax adviser,Married,"Erinmouth, Vermont, 09362",56+,1,1,Senior Adult,POL82172592,Property,267228,1126.64,2019-08-25,2024-03-12,Quarterly,Active,1661,Long Term,1,AGT33921083,Pending,0,49,0,Medium Risk,0,At Risk
CUST26207435,Selena Navarro,Female,77,Tax adviser,Married,"Erinmouth, Vermont, 09362",56+,1,1,Senior Adult,POL05161978,Life,272166,1728.97,2016-06-13,2024-08-24,Annually,Active,2994,Long Term,1,AGT80351491,Pending,22,69,0,High Risk,0,At Risk
CUST26207435,Selena Navarro,Female,77,Tax adviser,Married,"Erinmouth, Vermont, 09362",56+,1,1,Senior Adult,POL79145337,Auto,436364,1653.19,2018-11-27,2020-01-16,Annually,Active,415,Medium Term,1,AGT55045922,Not Renewed,25,82,1,High Risk,1,Churned
CUST06030806,Sabrina Nelson,Female,83,Herpetologist,Married,"South Michelemouth, Delaware, 17779",56+,1,1,Senior Adult,POL57089386,Property,226996,1150.66,2019-11-27,2026-05-30,Annually,Terminated,2376,Long Term,0,AGT92041556,Pending,28,17,0,Low Risk,0,At Risk
CUST06030806,Sabrina Nelson,Female,83,Herpetologist,Married,"South Michelemouth, Delaware, 17779",56+,1,1,Senior Adult,POL23728678,Health,17955,1263.01,2015-08-19,2025-01-10,Monthly,Lapsed,3432,Long Term,0,AGT42246881,Pending,48,39,0,Medium Risk,0,At Risk
CUST23444868,Elizabeth Evans,Other,30,"Designer, furniture",Married,"Mcbridetown, Rhode Island, 43052",26-35,1,0,Young Adult,POL89047007,Health,29103,502.66,2022-04-17,2028-07-19,Quarterly,Lapsed,2285,Long Term,0,AGT20783328,Not Renewed,30,71,1,High Risk,1,Churned
CUST23444868,Elizabeth Evans,Other,30,"Designer, furniture",Married,"Mcbridetown, Rhode Island, 43052",26-35,1,0,Young Adult,POL32459505,Health,256463,897.38,2024-05-28,2028-06-22,Quarterly,Active,1486,Long Term,1,AGT84695524,Pending,22,33,0,Medium Risk,0,At Risk
CUST67753270,Jennifer Johnson,Other,53,"Editor, magazine features",Single,"North Robert, Wisconsin, 67600",46-55,0,0,Senior Adult,POL75806090,Health,493097,1085.89,2020-05-21,2030-01-06,Quarterly,Lapsed,3517,Long Term,0,AGT13868846,Renewed,50,60,0,Medium Risk,0,Loyal
CUST89681403,Sheila Mclean,Female,40,Corporate investment banker,Single,"Underwoodmouth, Florida, 91186",36-45,0,0,Middle Age,POL23949239,Health,426971,313.94,2019-04-05,2024-08-16,Monthly,Lapsed,1960,Long Term,0,AGT83849728,Pending,12,34,0,Medium Risk,0,At Risk
CUST71179981,Heather Garza,Other,24,Charity fundraiser,Single,"East Danielfort, Virginia, 86261",18-25,0,0,Young Adult,POL18225955,Property,140644,1757.42,2017-07-08,2025-03-26,Quarterly,Active,2818,Long Term,1,AGT74615124,Pending,33,40,0,Medium Risk,0,At Risk
CUST25878496,Alyssa Vincent,Female,85,Landscape architect,Divorced,"Michaelview, New Hampshire, 68552",56+,0,1,Senior Adult,POL69425319,Property,446018,1448.3,2020-02-13,2023-12-26,Quarterly,Active,1412,Long Term,1,AGT06371460,Pending,35,65,0,High Risk,0,At Risk
CUST99041791,Tiffany Collins,Female,45,Product designer,Divorced,"Barrbury, Wisconsin, 97082",36-45,0,0,Middle Age,POL75203791,Life,207663,1132.18,2015-09-28,2018-08-02,Annually,Terminated,1039,Medium Term,0,AGT65426894,Renewed,42,61,0,High Risk,0,Loyal
CUST76280899,Alexis Weiss,Female,32,Occupational hygienist,Widowed,"Jasonshire, Minnesota, 38988",26-35,0,0,Middle Age,POL79633584,Auto,13225,543.74,2021-05-30,2022-08-06,Monthly,Lapsed,433,Medium Term,0,AGT83280282,Not Renewed,31,69,0,High Risk,0,Churned
CUST40046318,Cassandra Moran,Male,62,"Engineer, communications",Widowed,"West Jillberg, Maryland, 34011",56+,0,1,Senior Adult,POL82093909,Property,215313,740.05,2019-01-30,2021-08-14,Quarterly,Lapsed,927,Medium Term,0,AGT88364407,Pending,28,14,0,Low Risk,0,At Risk
CUST21955381,Lisa Jackson,Other,23,"Optician, dispensing",Married,"Lake Stephanieland, Idaho, 51662",18-25,1,0,Young Adult,POL50109489,Property,207900,208.59,2022-11-16,2025-10-05,Quarterly,Active,1054,Medium Term,1,AGT31652849,Renewed,6,45,0,Medium Risk,0,Loyal
CUST63277557,Benjamin Banks,Female,45,"Therapist, music",Single,"East Travis, Texas, 26620",36-45,0,0,Middle Age,POL68099694,Life,58602,551.84,2021-05-04,2028-09-10,Monthly,Lapsed,2686,Long Term,0,AGT96879410,Pending,28,47,0,Medium Risk,0,At Risk
CUST98331725,Laura Braun,Male,80,Chartered loss adjuster,Married,"West Meghan, Alabama, 81797",56+,1,1,Senior Adult,POL73876399,Health,68734,661.85,2023-06-03,2031-12-29,Quarterly,Lapsed,3131,Long Term,0,AGT80212661,Renewed,11,30,0,Low Risk,0,Loyal
CUST98331725,Laura Braun,Male,80,Chartered loss adjuster,Married,"West Meghan, Alabama, 81797",56+,1,1,Senior Adult,POL31169168,Health,169143,1283.76,2017-06-26,2023-05-24,Quarterly,Terminated,2158,Long Term,0,AGT55673230,Renewed,30,54,0,Medium Risk,0,Loyal
CUST98331725,Laura Braun,Male,80,Chartered loss adjuster,Married,"West Meghan, Alabama, 81797",56+,1,1,Senior Adult,POL89576605,Auto,132676,1420.95,2021-05-12,2023-04-12,Quarterly,Active,700,Medium Term,1,AGT39758645,Renewed,34,61,0,High Risk,0,Loyal
CUST78652368,Douglas Miranda,Female,29,Chiropodist,Widowed,"Annestad, Arizona, 95300",26-35,0,0,Young Adult,POL99518262,Life,106408,1599.03,2021-04-24,2024-09-11,Monthly,Active,1236,Long Term,1,AGT49742452,Pending,23,62,0,High Risk,0,At Risk
CUST84457591,Aaron Vaughn,Male,85,"Programme researcher, broadcasting/film/video",Widowed,"Lake Kimberlyton, Colorado, 17194",56+,0,1,Senior Adult,POL37435643,Property,377974,165.3,2018-01-14,2024-06-05,Annually,Lapsed,2334,Long Term,0,AGT26849994,Renewed,27,11,0,Low Risk,0,Loyal
CUST04837076,Kyle Gross,Female,42,Sports therapist,Widowed,"North Michellefurt, Montana, 37592",36-45,0,0,Middle Age,POL33693707,Life,96347,1026.62,2015-09-07,2019-07-29,Annually,Terminated,1421,Long Term,0,AGT00146313,Renewed,47,13,0,Low Risk,0,Loyal
CUST04837076,Kyle Gross,Female,42,Sports therapist,Widowed,"North Michellefurt, Montana, 37592",36-45,0,0,Middle Age,POL95375629,Auto,481196,433.34,2024-09-13,2029-01-17,Quarterly,Lapsed,1587,Long Term,0,AGT91667342,Renewed,30,79,1,High Risk,1,Loyal
CUST47634037,Jennifer Palmer,Female,77,Art gallery manager,Divorced,"West Stephen, Idaho, 74937",56+,0,1,Senior Adult,POL08632152,Auto,469201,306.36,2017-09-04,2021-05-20,Annually,Active,1354,Long Term,1,AGT00425604,Renewed,21,95,1,High Risk,1,Loyal
CUST82696043,Manuel Walsh,Other,27,"Secretary, company",Single,"New Robert, Alabama, 48530",26-35,0,0,Young Adult,POL07976771,Life,287769,1236.03,2022-10-17,2030-06-05,Monthly,Terminated,2788,Long Term,0,AGT83036236,Not Renewed,40,23,0,Low Risk,0,Churned
CUST82696043,Manuel Walsh,Other,27,"Secretary, company",Single,"New Robert, Alabama, 48530",26-35,0,0,Young Adult,POL95503927,Life,78487,306.25,2023-10-23,2028-02-16,Quarterly,Terminated,1577,Long Term,0,AGT97590681,Renewed,40,80,1,High Risk,1,Loyal
CUST82696043,Manuel Walsh,Other,27,"Secretary, company",Single,"New Robert, Alabama, 48530",26-35,0,0,Young Adult,POL61867449,Life,408616,119.17,2018-10-21,2023-02-28,Monthly,Lapsed,1591,Long Term,0,AGT54450282,Pending,7,61,0,High Risk,0,At Risk
CUST82696043,Manuel Walsh,Other,27,"Secretary, company",Single,"New Robert, Alabama, 48530",26-35,0,0,Young Adult,POL14019439,Auto,243567,1915.69,2019-09-14,2029-08-08,Annually,Terminated,3616,Long Term,0,AGT58732933,Renewed,7,43,0,Medium Risk,0,Loyal
CUST85869477,Jose Espinoza,Female,51,Video editor,Single,"Kimberlyton, Wisconsin, 33160",46-55,0,0,Senior Adult,POL04610081,Auto,470013,739.62,2015-11-22,2022-12-14,Monthly,Lapsed,2579,Long Term,0,AGT66261229,Renewed,19,5,0,Low Risk,0,Loyal
CUST89845597,Barbara Riggs,Other,58,Dispensing optician,Married,"Rebeccatown, Ohio, 88194",56+,1,0,Senior Adult,POL51635359,Health,116654,1172.94,2023-01-05,2027-04-20,Annually,Lapsed,1566,Long Term,0,AGT37277935,Renewed,22,72,1,High Risk,1,Loyal
CUST53923029,Danielle Hendricks,Female,53,Solicitor,Single,"North Tim, Illinois, 47463",46-55,0,0,Senior Adult,POL75752645,Life,336094,398.34,2020-03-05,2024-03-27,Monthly,Active,1483,Long Term,1,AGT01615923,Renewed,1,3,0,Low Risk,0,Loyal
CUST53923029,Danielle Hendricks,Female,53,Solicitor,Single,"North Tim, Illinois, 47463",46-55,0,0,Senior Adult,POL44670716,Life,386415,1227.73,2015-04-12,2020-12-05,Annually,Lapsed,2064,Long Term,0,AGT52787099,Not Renewed,45,46,0,Medium Risk,0,Churned
CUST98383766,Jason Marsh,Male,72,"Psychologist, educational",Single,"North Kathryn, Montana, 30813",56+,0,1,Senior Adult,POL59120668,Health,100340,1838.26,2019-05-25,2021-05-24,Quarterly,Terminated,730,Medium Term,0,AGT89692178,Not Renewed,39,45,0,Medium Risk,0,Churned
CUST98383766,Jason Marsh,Male,72,"Psychologist, educational",Single,"North Kathryn, Montana, 30813",56+,0,1,Senior Adult,POL45551235,Auto,23379,890.82,2020-05-10,2025-09-12,Monthly,Lapsed,1951,Long Term,0,AGT97442629,Pending,4,97,1,High Risk,1,At Risk
CUST34283335,Brian Mcmahon,Female,42,Television production assistant,Married,"Tinatown, Oregon, 06928",36-45,1,0,Middle Age,POL02976851,Property,233166,425.24,2023-03-24,2024-07-27,Quarterly,Lapsed,491,Medium Term,0,AGT76738392,Renewed,1,25,0,Low Risk,0,Loyal
CUST34283335,Brian Mcmahon,Female,42,Television production assistant,Married,"Tinatown, Oregon, 06928",36-45,1,0,Middle Age,POL60446512,Property,121529,1999.22,2015-02-25,2024-06-03,Annually,Lapsed,3386,Long Term,0,AGT25206036,Not Renewed,41,6,0,Low Risk,0,Churned
CUST03213830,Patrick Mills,Male,23,Ergonomist,Divorced,"East Denise, Connecticut, 15792",18-25,0,0,Young Adult,POL69392450,Auto,133827,476.75,2024-06-25,2033-10-06,Annually,Lapsed,3390,Long Term,0,AGT95014160,Not Renewed,46,89,1,High Risk,1,Churned
